percentTest,angles,n,normalize,smoothingWindowSize,rotate,datasetId,c,tolerance,sd,batches,Tr,Tr(sd),Te,Te(sd)
0.5,False,64,True,2,False,letters_numbers_numbers2,10,0.01,32,10000,99.91,0.01,93.80,0.16
0.7,False,64,True,2,False,letters_numbers_numbers2,10,0.01,32,10000,100.00,0.00,92.46,0.64
0.85,False,64,True,2,False,letters_numbers_numbers2,10,0.01,32,10000,99.38,0.38,82.03,0.33
0.1,False,64,True,2,False,letters_numbers_numbers2,50,0.01,32,10000,100.00,0.00,96.76,0.86
0.3,False,64,True,2,False,letters_numbers_numbers2,50,0.01,32,10000,100.00,0.00,95.52,1.17
0.5,False,64,True,2,False,letters_numbers_numbers2,50,0.01,32,10000,100.00,0.00,94.72,0.18
0.7,False,64,True,2,False,letters_numbers_numbers2,50,0.01,32,10000,100.00,0.00,93.39,0.92
0.85,False,64,True,2,False,letters_numbers_numbers2,50,0.01,32,10000,100.00,0.00,87.09,0.38
0.1,False,64,True,2,False,letters_numbers_numbers2,100,0.01,32,10000,100.00,0.00,95.37,0.86
0.3,False,64,True,2,False,letters_numbers_numbers2,100,0.01,32,10000,100.00,0.00,95.68,0.10
0.5,False,64,True,2,False,letters_numbers_numbers2,100,0.01,32,10000,100.00,0.00,95.37,0.06
0.7,False,64,True,2,False,letters_numbers_numbers2,100,0.01,32,10000,100.00,0.00,93.78,0.27
0.85,False,64,True,2,False,letters_numbers_numbers2,100,0.01,32,10000,100.00,0.00,87.96,1.20
0.1,False,64,True,2,False,letters_numbers_numbers2,200,0.01,32,10000,100.00,0.00,93.52,2.79
0.3,False,64,True,2,False,letters_numbers_numbers2,200,0.01,32,10000,100.00,0.00,95.68,0.31
0.5,False,64,True,2,False,letters_numbers_numbers2,200,0.01,32,10000,100.00,0.00,93.52,0.11
0.7,False,64,True,2,False,letters_numbers_numbers2,200,0.01,32,10000,100.00,0.00,92.33,0.33
0.85,False,64,True,2,False,letters_numbers_numbers2,200,0.01,32,10000,100.00,0.00,87.20,0.02
0.1,False,64,True,2,False,letters_numbers_numbers2,10,0.01,64,10000,98.82,0.01,93.98,2.79
0.3,False,64,True,2,False,letters_numbers_numbers2,10,0.01,64,10000,98.74,0.02,94.75,1.52
0.5,False,64,True,2,False,letters_numbers_numbers2,10,0.01,64,10000,98.61,0.10,92.69,0.42
0.7,False,64,True,2,False,letters_numbers_numbers2,10,0.01,64,10000,96.14,0.45,85.58,1.66
0.85,False,64,True,2,False,letters_numbers_numbers2,10,0.01,64,10000,75.93,3.72,41.94,5.82
0.1,False,64,True,2,False,letters_numbers_numbers2,50,0.01,64,10000,100.00,0.00,94.44,0.64
0.3,False,64,True,2,False,letters_numbers_numbers2,50,0.01,64,10000,100.00,0.00,95.22,1.24
0.5,False,64,True,2,False,letters_numbers_numbers2,50,0.01,64,10000,100.00,0.00,95.19,0.27
0.7,False,64,True,2,False,letters_numbers_numbers2,50,0.01,64,10000,100.00,0.00,92.20,0.23
0.85,False,64,True,2,False,letters_numbers_numbers2,50,0.01,64,10000,100.00,0.00,87.58,0.06
0.1,False,64,True,2,False,letters_numbers_numbers2,100,0.01,64,10000,100.00,0.00,96.30,0.86
0.3,False,64,True,2,False,letters_numbers_numbers2,100,0.01,64,10000,100.00,0.00,95.06,0.60
0.5,False,64,True,2,False,letters_numbers_numbers2,100,0.01,64,10000,100.00,0.00,93.89,0.33
0.7,False,64,True,2,False,letters_numbers_numbers2,100,0.01,64,10000,100.00,0.00,94.51,0.19
0.85,False,64,True,2,False,letters_numbers_numbers2,100,0.01,64,10000,100.00,0.00,87.20,0.77
0.1,False,64,True,2,False,letters_numbers_numbers2,200,0.01,64,10000,100.00,0.00,97.69,0.21
0.3,False,64,True,2,False,letters_numbers_numbers2,200,0.01,64,10000,100.00,0.00,96.14,0.02
0.5,False,64,True,2,False,letters_numbers_numbers2,200,0.01,64,10000,100.00,0.00,95.19,0.27
0.7,False,64,True,2,False,letters_numbers_numbers2,200,0.01,64,10000,100.00,0.00,93.52,0.02
0.85,False,64,True,2,False,letters_numbers_numbers2,200,0.01,64,10000,100.00,0.00,88.62,0.47
0.1,False,64,True,2,False,letters_numbers_numbers2,10,0.01,128,10000,96.09,0.00,90.74,2.79
0.3,False,64,True,2,False,letters_numbers_numbers2,10,0.01,128,10000,93.58,0.06,89.51,0.10
0.5,False,64,True,2,False,letters_numbers_numbers2,10,0.01,128,10000,85.28,1.11,75.28,1.11
0.7,False,64,True,2,False,letters_numbers_numbers2,10,0.01,128,10000,52.16,6.74,36.77,1.76
0.85,False,64,True,2,False,letters_numbers_numbers2,10,0.01,128,10000,14.51,1.81,3.54,1.71
0.1,False,64,True,2,False,letters_numbers_numbers2,50,0.01,128,10000,99.95,0.00,96.30,1.50
